abs_diff_of_means,data,conv1,relu1,pool1,norm1,conv2,relu2,pool2,norm2,conv3,relu3,conv4,relu4,conv5,relu5,pool5,fc6,relu6,fc7,relu7,fc8
0,40.53396988,25.22860146,12.54384804,24.78862953,8.069562912,19.61330414,4.781364918,11.37302971,8.665772438,19.12897873,4.43185997,10.39706039,2.691208363,6.913473606,0.53066802,1.563040972,3.37657094,0.692644358,1.23202765,0.195254043,0.742178202
0.05,38.59875107,24.20054817,12.06704044,23.80719757,7.98434639,19.4280262,4.757725716,11.29677582,8.594770432,19.04850006,4.413938046,10.32997513,2.665734529,6.803463936,0.517655194,1.527581096,3.202004194,0.665667534,1.17394793,0.187694013,0.702162206
0.1,36.70539093,23.0351162,11.5198164,22.61340714,7.859973431,19.1917572,4.729229927,11.21181774,8.528743744,18.93549347,4.391425133,10.25787735,2.640839338,6.704351425,0.510681093,1.50609529,3.083963633,0.649650097,1.143076658,0.183732912,0.688734412
0.15,34.62508392,21.72768974,10.90199375,21.25181198,7.69307518,18.89270592,4.693157196,11.10514069,8.447755814,18.79777336,4.363999844,10.18137455,2.615106583,6.617080688,0.506246567,1.4870013,2.974000692,0.636073768,1.12128973,0.180506781,0.681415677
0.2,32.54497528,20.42478943,10.28255558,19.92915344,7.50126791,18.57689476,4.660404682,11.00168705,8.368278503,18.67162704,4.34393692,10.13047123,2.59554553,6.558775902,0.504731059,1.472691774,2.872066021,0.624997497,1.092000604,0.17602475,0.672189176
0.25,30.47130775,19.12295532,9.662114143,18.63053894,7.285312176,18.24917221,4.636024475,10.91098213,8.298826218,18.56832504,4.329525948,10.09651279,2.584694147,6.532910824,0.505270422,1.462629795,2.797878027,0.617679238,1.056392789,0.169954762,0.657735467
0.3,28.55337715,17.9125824,9.083441734,17.4465332,7.057069778,17.93723488,4.619276524,10.83367443,8.237009048,18.5072403,4.322566986,10.09389782,2.586094856,6.543772697,0.508157432,1.456856489,2.767611504,0.616133451,1.033595324,0.166267514,0.636009514
0.35,26.47895432,16.61270523,8.461728096,16.2241497,6.774073601,17.60946655,4.617237568,10.79149437,8.1988554,18.53310204,4.338032722,10.14657784,2.604234934,6.571555614,0.51149404,1.448545814,2.752086401,0.614528716,1.014961958,0.162899122,0.586161017
0.4,24.39849472,15.29854298,7.845195293,15.04401684,6.452240467,17.31182671,4.621428967,10.76256561,8.186873436,18.73313522,4.39782095,10.3015213,2.646372795,6.611214161,0.512203038,1.43663466,2.736769676,0.61475724,0.995291591,0.161550149,0.541628659
0.45,22.31900406,13.98703003,7.22853899,13.93799019,6.091546535,17.11545753,4.660261631,10.7661047,8.202186584,19.18171692,4.528164387,10.62810326,2.734931946,6.736994267,0.516027331,1.446604252,2.795872211,0.627176523,1.012502551,0.161671802,0.504517734
0.5,20.40528679,12.78884888,6.667328835,12.86725807,5.680217743,16.17746735,4.462076664,10.29416752,7.853083611,18.27342606,4.287927151,10.0951767,2.618504286,6.495515823,0.491014153,1.349839687,2.535937071,0.57261467,0.860818863,0.143377721,0.451551169
0.55,18.32853317,11.47256947,6.043450832,11.68641949,5.20124197,15.04508305,4.212281227,9.6795578,7.420002937,17.09548759,3.959010363,9.447587967,2.472071648,6.332870483,0.475582331,1.291891575,2.405001879,0.539134741,0.737050533,0.140202731,0.428319216
0.6,16.24898529,10.16628742,5.399397373,10.50891495,4.711749077,13.92365837,3.947890282,9.059725761,6.988043785,16.11876106,3.69390583,8.951933861,2.365252733,6.190150738,0.467444569,1.26039958,2.397530794,0.531713009,0.694995463,0.142713919,0.434563547
0.65,14.16858482,8.857788086,4.73891449,9.304992676,4.190567017,12.79165077,3.646473646,8.378681183,6.50220871,15.24452877,3.450232744,8.542649269,2.263013363,5.95762825,0.455622077,1.225980043,2.349273443,0.514470935,0.663046122,0.140246779,0.427291185
0.7,12.25329399,7.648842335,4.119906425,8.19469738,3.705968618,11.90155888,3.398227453,7.819745541,6.089452267,14.88628769,3.334672689,8.50343132,2.249849796,5.882030487,0.462177873,1.256508589,2.307501554,0.499531001,0.646411061,0.132833168,0.404560596
0.75,10.16594505,6.334499359,3.438477516,6.917955875,3.108042479,10.38820553,2.958778143,6.858359337,5.346899509,13.45788383,3.002334356,7.787339211,2.064067125,5.426210403,0.429327518,1.15340817,2.131025314,0.463800311,0.593973458,0.124540426,0.370741546
0.8,8.092278481,5.032167912,2.747712135,5.602736473,2.481279373,8.604907036,2.454248905,5.750909805,4.473383427,11.47282791,2.601803541,6.801763535,1.817148328,4.751709461,0.372282088,0.992038429,1.942655206,0.427364737,0.545843482,0.122566819,0.354057282
0.85,6.0147686,3.723147869,2.039468527,4.198192596,1.81841743,6.407305717,1.824005604,4.320663929,3.358599901,8.859050751,2.000477314,5.326759815,1.431100011,3.759440184,0.289271981,0.813536704,1.689026475,0.361813068,0.471076965,0.109098546,0.300771922
0.9,4.094936848,2.525405407,1.386047006,2.87428689,1.214802027,4.271598816,1.230172515,2.901712894,2.268331766,6.038454533,1.382157326,3.683448553,0.997525573,2.638649225,0.20195201,0.576109171,1.254629254,0.263077259,0.366341293,0.083117642,0.227932274
0.95,2.019697666,1.244659662,0.675965667,1.395272732,0.569112778,2.025179863,0.594005823,1.416402102,1.102556229,3.071044922,0.712025642,1.987775803,0.51482445,1.456765294,0.113996305,0.340131402,0.884771466,0.192633823,0.273224622,0.061960291,0.199769199
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
